title,ingredients,directions,NER,valid ingredient count,carbon
Sad Bastards Recipe jlgarret,"[""Bread. Toasted. Maybe buttered if you're gettin' fancy"", 'Egg. I prefer fried.']","['Toast and butter bread.', 'Fry egg.', 'Put egg on Bread.']","['bread', 'egg']",2,0
Pork Steaks,"['1 1/2-inch-thick steaks from a fresh leg of pork', 'butter']","['Cook them as you would pork chops , brushing them with butter now and then during the broiling.', 'Serve with country-fried potatoes and applesauce.']","['pork', 'butter']",2,0
How to Melt Thickened Honey in a Microwave,['1 bottle Thickened honey'],"['Remove the lid or cap of the bottle.', 'Put the bottle of thickened honey into the microwave.', 'Use the automatic mode, or heat a little at a time, while keeping an eye on it.', 'Depending on the amount, heat at 500 W for 1-2 minutes.', 'You can also do this with honeycomb-containing honey.', '(The honeycomb will melt a little.)', ""I did this without covering with plastic wrap, but when it gets really hot, it may start bubbling and spatter, so if you're concerned, go ahead and cover it."", 'You can use this method with plastic or glass honey containers.', 'This is probably good with hardened honey as well.', 'Give it a try, while keeping your eye on it.']",['honey'],1,0
Toni's Garlic Butter,"['5 pressed garlic cloves', '12 cup butter']","['Place ingredient in a pot heat until incorporated.', 'Place in a covered jar.', 'Keep in refrigerator if unused.', 'Awesome on homemade bread!']","['garlic', 'butter']",2,0
Citrus Pineapple Carrot Juice,"['1 grapefruit', '1 orange', '1 cup sliced pineapple', '2 carrots']","['Cut grapefruit and orange in half and juice by hand.', 'In juicer, process pineapple and carrots.', 'Combine with grapefruit and orange juice and whisk well.']","['grapefruit', 'pineapple', 'carrots', 'orange']",4,0
Broiled Eggplant Bologna Recipe,['Eggplant Salt to taste Extra virgin olive oil Bread crumbs as needed Garlic cloves crushed'],"['Slice the eggplant thin and sprinkle with a bit of salt.', ""Don't peel."", 'Drain the slices in a colander for 1/2 hour.', 'Rinse with cool water and pat dry with paper towels.', 'Pan-fry the slices slowly in a bit of extra virgin olive oil till they are brown.', 'Arrange them on a baking dish and sprinkle bread crumbs which have been mixed with extra virgin olive oil and fresh crushed garlic on top.', 'Place under a broiler till the crumbs are browned and all is warm.', 'Serve immediately.', 'Comments: This is a simple dish - very common food, but delicious.', 'My friend Mrs. Nasi in Bologna, Italy served this for lunch one afternoon.', 'I need only describe the dish for you as you will certainly have no trouble making it.']",['salt'],1,0
Delicious Hot Chocolate Sauce Recipe,"['1/2 c. butter', '3 c. sugar', '1 2/3 c. evaporated lowfat milk', '4 squares unsweetened chocolate', '1/2 teaspoon salt']","['Heat butter and chocolate in double boiler.', 'Stir in sugar gradually making sure which sugar is moistened before adding more.', 'Mix becomes thick and quite dry.', 'Add in salt.', 'Slowly stir in lowfat milk, a little at a time.', 'Serve hot.', 'Store in small jars and reheat in the jars before serving.']","['sugar', 'chocolate', 'milk', 'butter', 'salt']",5,0
Georgia Peach Cooler,"['1 peach', '1 tablespoon honey', '1 cup milk, chilled', '12 banana']","['Use a food processor or blender for this recipe.', 'Fit steel blade in processor work bowl.', 'Combine all ingredients and process only 8 to 10 seconds.', 'For blender preparation, cut peach into 3 to 4 pieces, add other ingredients and whirl until smooth.', 'Serve immediately in tall glass.']","['banana', 'peach', 'honey', 'milk']",4,0
"Kiddie Kabobs with Turkey, Tomatoes, Carrots and Cucumber","['8 ounces Cheddar, cut into 1-inch cubes', '8 ounces honey roasted turkey, cut into 1-inch cubes', '15 cherry tomatoes', '2 medium carrots, peeled, cut into even 1-inch coins', '1 large cucumber, seeded, cut into half moons']","['Special equipment: Five 6-inch wooden skewers', 'Place the cheese, turkey, tomatoes, carrots and cucumbers separate bowls and stick one ingredient on the sharp top to avoid injury.', 'Give each kid a skewer and have them thread assorted toppings onto their skewers from the bottom and enjoy!']","['tomatoes', 'cheddar', 'carrots', 'cucumber', 'honey']",5,0
Shrimp Wrapped in Bacon - Good for Bentos,"['2 Shrimp', '1 slice Bacon', '1 Salt and pepper']","['Peel and devein the shrimp and straighten them.', 'Cut the bacon in half and wrap around the shrimp so the end of the wrap is facing down.', 'With the end of the bacon wrap facing down, put on a heatproof dish and sprinkle salt and pepper.', 'Cover with plastic wrap or with a lid and cook in the microwave for 1 minute!', 'All done!']","['shrimp', 'bacon', 'salt']",3,0
Magic Bullet Hair Repairing Conditioner,"['12 avocado', '14 cup mayonnaise']","['Add the ingredients to the tall-cup and blend until smooth.', 'Apply the mixture to dry hair.', 'Twist your hair up in a towel and leave on for 15-20 minutes.', 'Then shower as usual.']","['mayonnaise', 'avocado']",2,0
Whole grilled pineapple,['1 pineapple'],"['heat gas grill', 'trim leaves cut halfway across', 'place pineapple on top shelf of grill or place on coolside if grill', 'grill until pineapple is golden all around', 'let rest for 15 minutes', 'cut into pieces', 'Enjoy ;)']",['pineapple'],1,0
Peach Smoothie,"['12 cup milk', '1 banana', '1 peach', '1 teaspoon sugar']","['Blend milk,peach,banana,and sugar.', 'mix well and drink.']","['banana', 'peach', 'sugar', 'milk']",4,0
Perfect Lobster Tail Recipe,"['Med. lobster tail, one per serving']",['Mix to baste:'],['lobster'],1,0
Lemon-Peel Sugar,"['1 lemon', '2 cups sugar']","['Remove the peel from the lemon in strips with a vegetable peeler (take care not to peel too deeply; leave the pith on the lemon).', 'Put the peel in a container with the sugar, and shake to disperse.', 'Let it sit for at least a full day before using.']","['lemon', 'sugar']",2,0
My Baba's Cold Remedy,"['6 ounces milk', '1 garlic clove', '1 teaspoon butter']","['Heat the milk, til bubbles form on edge.', 'Add the butter and mix til melted.', 'Crush or mince finely the garlic clove and add to milk.', 'Mix well and drink while still hot.']","['garlic', 'butter', 'milk']",3,0
Egg in a Basket,"['1 egg', '1 slice bread', '12 tablespoon butter']","['Cut a circle from the center of the slice of bread using an upside down glass or biscuit cutter.', 'Butter both sides of the bread.', 'Place in a hot skillet over low heat.', 'Break an egg into the center hole.', 'Cook until the egg is set, then turn and cook the other side.', 'Serve sprinkled with salt and pepper.', ""Note: While your basket's a-cookin' you can toast your circular bread piece in the skillet or toaster oven.""]","['bread', 'egg', 'butter']",3,0
4 Ingredient Peanut Butter Cookies,"['1 cup peanut butter', '1 cup granulated sugar', '1 egg']","['Preheat oven to 350.', 'Prepare a baking sheet with parchment paper.', 'Mix well the peanut butter, egg and sugar.', 'Drop tablespoons onto baking sheet and flatten slightly with a fork.', 'Top the cookies with the chocolate chips.', 'Bake for 8 minutes.']","['egg', 'peanut butter', 'sugar']",3,0
ABC Juice / Apple Beetroot Carrot Juice / a Miracle Drink,"['1 medium apple', '1 beetroot']","['3 carrots.', '1/4 inch piece ginger.', '1 teaspoons lemon juice.', '2 tablespoons sugar.', '1/4 cup mint sprigs.', 'Wash apple, beetroot and carrots and peel off the skin with a peeler.', 'Cut these in to wedges.', 'Transfer these wedges in to a juice extractor.', 'Add 1 cup of water and blend it for few seconds.', 'Add ginger, lemon juice and mint as mentioned above.', 'Blend it again till you get smooth texture.', 'Add few pieces of ice in you glass and pour this juice and have it immediately.', 'Serve chilled.']","['beetroot', 'apple']",2,0
Crazy Good Grilled Cheese Sandwich,"['2 slice bread', '2 slice cheese', '1 mayonnaise']","['Spread mayonnaise on outside of bread.', 'Put cheese inside of bread.', 'Put in skillet and cook over medium high heat until golden brown on both sides.']","['bread', 'cheese', 'mayonnaise']",3,0
banana chips,['2 banana'],"['Preheat oven to 130c', 'Line 2 baking tray with baking paper and brush with oil', 'Cut the banana into even slices, about 5MM', 'Toss in a bowl with the lemon juice to coat, drain off excess juice', 'Put on baking tray in a single layer, sprinkle with cinnamon, bake for 1 hour 40 min turning half way through', 'Serve, sprinkled with salt.']",['banana'],1,0
Boiling Crab's Cajun Shrimp,['3 lb Shrimp head on'],"['Ingredients: 3lbs shrimp head on, 3 tbsp cajun seasoning, 5 tbsp paprika, 5 tbsp ceyenne pepper, add more to taste preference, 5 tbsp chilli powder, 2 tsp rosemary, 2 tsp thyme, 2 tsp oregano, 1/2 cup garlic powder, 5 tbsp lemon pepper, lots of chopped garlic, 2 sticks butter, 2 cups lime juice (about 4 limes), 1 cup Worcestershire sauce (optional), 1 cup water, chopped sausages (optional), cooked 4 half ears of corn on the cob.', '... 1. add all ingredients EXCEPT shrimp, sausages, garlic and corn in a pot.', '2. simmer until all ingredients are mixed in.', 'Tasting constantly to your liking.', '3.', 'Add shrimp, stirring constantly to ensure shrimp cooks thoroughly.', '4.', 'Once shrimp turns pinkish and is almost ready turn off fire mix in garlic, corn and sausages 5.', 'Cover for five minutes.', '6.', 'Enjoy!', 'SAUCE 1.', 'Lime juice and pepper and salt 2.', 'Ketchup/Mayo: half ketchup and half mayo add 1 tsp of lemon pepper seasoning.']",['shrimp'],1,0
Nancy's Chicken Broccoli Casserole,"['1 pound boneless chicken, cut in chunks']","['Put broccoli and chicken in oven safe pan (2 qt casserole dish).', 'Combine chicken soup, mayonnaise, and curry powder.', 'Pour sauce over the top.', ""Don't mix."", 'Bake at 425 degrees or until tender (about 45 min).']",['chicken'],1,0
Buttered Honey Nuts Recipe,"['6 ounce Shelled, unsalted nuts', '1 Tbsp. Butter', '1 Tbsp. Honey']","['DIRECTIONS: Spread nuts on a cookie sheet.', 'Bake at 300-F for 15 min.', 'Mix butter and honey; pour over nuts.', 'Stir till nuts are completely coated with the mix.', 'Store in airtight container.']","['honey', 'nuts', 'butter']",3,0
Substitute for Half and Half',"['4 teaspoons melted butter', 'milk, to make 1 cup']","['melt butter in measuring cup.', 'add enough milk to make 1 cup.']","['butter', 'milk']",2,0
Creamed Spinach Recipe,['1 box frzn minced spinach'],"['Cook spinach as directed and drain.', 'Set aside.']",['spinach'],1,0
Honey Butter Shanachie,"['1 lb butter, unsalted', '14 lb honey']","[""Warm the butter -- don't need to melt it."", 'Add the honey to the butter.', 'Form into a block and chill to reform the shape.', 'Alternately, you can form a log, chill into molds, cut pats, etc.']","['honey', 'butter']",2,0
White Sauce Linguine Clam Recipe,['1 stick butter'],"['Heat in large (prefer non-stick) pan over low heat.', ""(Don't LET BUBBLE.)"", 'Very delicate sauce, if boils it will ruin.', 'Chop medium onion finely and 2 small garlic sections.', 'Add in to butter and allow to heat slowly till onions are clear (10 min).', 'Add in 3-4 heaping Tbsp.', 'of flour.', 'Mix complete to a roux.', 'Add in 3 cans (8 oz) minced clams (or possibly other seafood - salmon, shrimp, etc.)', 'adding juice and all to roux.', 'Mix till thick gravy.', 'Add in 1/2 to 1 c. of lowfat milk.', 'Keep low till right consistency.', 'Stir occasionally for 5 min.', 'Follow directions for noodles, then rinse with warm water.', 'Drain about 5 min and add in 1/4 stick of butter.', 'Grate a brick of Parmesan cheese and add in to sauce.', 'Use remaining to garnish when done.', 'Can be served with green onions along with any seafood put in place of the clam.']",['butter'],1,0
Nue pad prik namm man hoy or steak stir fry in oyster sauce.,"['400 grams of slices steak, 1tb spoon of chopped garlic, 1 slices onion, 10 cut green onion, half red and yellow sweet peppers slices, 10 of thai basil leaves, 2tb spoon of frying oil, 4tb spoon of oyster sauce 1ts spoon of chicken stock powder 1/ 2 ts spoon of suga']","['In the heating pan add oil and garlic fry till golden brown', 'Add beef stir fry in oil till cook', 'Add in flavours by adding oyster sauce, chicken stock powder and sugar and keep stirring in the pan', 'Add onion, green onion and pepper then basil leaves for ended process']",['garlic'],1,0
Perfect Bacon! Can be cooked while naked! :-),['1 Bacon'],"['Do not preheat your oven', 'Using a wire rack also helps to lift the bacon out of its own grease.', 'This allows for even crisper bacon.', 'place bacon on a tinfoil Or parchment covered cookie sheet.', 'place slices of bacon on sheet', 'place cookie sheet in oven', 'set oven at 375', 'Bake.', 'check after 20 minutes']",['bacon'],1,0
Easy in the Microwave Cheesy French Toast,"['1 slice Sliced bread', '1 Egg', '2 to 3 tablespoons Milk', '1 tbsp Sugar', '1/2 tbsp Butter', '1 slice Easy-melting cheese']","['Prepare a large sheet of parchment paper and twist the ends to make a dish.', 'Pack it with pieces of bread, and add the combined ingredients marked .', 'See the Helpful Hints section.', 'When the liquid has mixed in, top with the cheese slice.', 'Microwave at 500 W for 1 and 1/2 minutes to finish!']","['bread', 'egg', 'sugar', 'cheese', 'milk', 'butter']",6,0
